Class	Gene	LocusTag	t0	t1	t2	t	t4	t5	t6	t7	t8	g135	g150	g180
A	phrA	BSU12440	0	1.2443202	1.49417051	1.463526887	1.47466369	1.402980297	1.243861606	1.467893063	1.132643618	-4.523420692	-4.358763537	-4.681727637
A	pit	BSU12840	0	-0.558943493	-1.766086867	-1.6490995	-1.084409787	-0.72908265	-0.78457253	-0.799714497	-0.487036802	1.502319513	1.275046373	1.414071003
A	rocD	BSU40340	0	-4.846233583	-5.07766586	-6.700271501	-7.288307685	-7.605817102	-6.697209481	-7.979643992	-6.516377942	-6.543854896	-6.099883521	-6.548916978
A	rocE	BSU40330	0	-4.59165663	-4.96786679	-5.121038167	-5.45265068	-5.878038165	-5.407254358	-6.12050446	-6.368944578	-4.10112701	-4.1939785	-4.348863443
A	rocF	BSU40320	0	-4.42233606	-4.897186123	-4.698030733	-4.938535687	-5.469750375	-5.180690232	-5.464228131	-5.475372861	-3.50756394	-4.049114685	-3.93500694
A	sepF	BSU15390	0	0.519900373	0.524291823	0.50603879	0.461197707	0.30152974	0.097879019	-0.11944684	-0.230103593	0.524836747	0.334127452	0.520778563
A	sigD	BSU16470	0	-0.71639331	-1.957053657	-3.704485133	-4.204352543	-4.687702667	-5.053601283	-5.200810412	-5.404048392	-2.281464002	-1.670442817	-2.15557906
A	soj	BSU40970	0	0.48440087	0.216716603	-1.205492257	-1.630231227	-2.417611647	-3.977743081	-3.675503965	-4.519881722	-0.043212208	0.002877387	0.053924163
A	spo0J	BSU40960	0	0.253288347	0.001885623	-1.267442503	-1.77796989	-2.422229993	-3.445837611	-2.908383894	-4.138276335	-0.109089347	-0.139268347	-0.146007313
A	swrB	BSU16480	0	-0.601712703	-1.792372863	-0.11237708	-0.308723177	-1.093753843	-1.214413427	-0.92399207	-1.831359667	-2.123879092	-1.569364132	-2.07942553
A	tagV	BSU35520	0	0.49445886	-0.26247305	-1.549166483	-1.869385507	-1.964746097	-1.940769599	-2.065060847	-1.97594331	1.0015987	0.836821005	1.07006766
A	tkt	BSU17890	0	-0.238238347	-1.330419203	-1.50996753	-1.729888287	-2.004548323	-1.958605903	-1.858283207	-1.97309665	0.02968774	0.140974725	-0.177897643
A	ykaA	BSU12850	0	0.172831473	-1.213011277	-1.568662703	-1.002432343	-0.715062207	-0.89508988	-0.6431513	-0.477412208	1.718253597	1.673849322	1.958569763
A	ylmD	BSU15370	0	0.918416733	0.666644613	0.647395663	0.421431167	0.133940523	-0.469210693	-0.24697794	-0.976628308	0.506333402	0.560373732	0.506394427
A	ylmE	BSU15380	0	0.867295417	0.634834697	0.598036927	0.36850657	0.194563073	-0.197179883	-0.117352167	-0.74746177	0.779662575	0.66245812	0.672945107
A	ylmG	BSU15400	0	0.707914807	0.362159663	0.44546871	0.467797583	0.20625632	-0.160944672	-0.09073092	-0.51322441	0.575221125	0.37158971	0.219184943
A	ylmH	BSU15410	0	0.678094423	0.291195663	-0.408553783	-0.879250373	-1.158836187	-2.390675921	-1.539025157	-2.658014254	1.006486675	0.761739835	0.787338043
A	ylxF	BSU16260	0	0.34219579	-1.29524436	-2.98162379	-3.519916232	-3.942208177	-4.060748553	-4.419009293	-4.667205761	-2.068765612	-1.460499997	-2.012993927
A	ylxG	BSU16280	0	0.423963323	-1.441757743	-3.01811958	-3.571921559	-3.925208054	-3.963619248	-3.878820753	-4.119212329	-2.557122365	-1.637744115	-2.28450446
A	ylxH	BSU16410	0	-0.491970193	-2.137006193	-3.894915613	-4.522474349	-4.805423419	-4.687664043	-5.143474472	-5.170385594	-2.505616355	-1.68581617	-2.439191077
A	yqzC	BSU24940	0	-0.85490694	-1.295514067	-2.158878567	-2.15845998	-2.323556446	-1.590543021	-1.78306803	-1.767692133	0.626582402	0.224702662	0.79684312
A	yqzD	BSU24930	0	-0.508046967	-1.167265057	-2.008189467	-1.806158863	-2.29580731	-2.22859934	-1.89370595	-1.967156817	0.267771063	0.351864933	0.902929243
A	yrrL	BSU27370	0	-0.831012267	-1.899307806	-2.051046219	-2.102577447	-2.592051425	-2.938869599	-3.031582279	-3.284071933	0.469959665	0.356654835	0.49823346
A	yuxH	BSU31740	0	-0.86968563	-2.040449073	-3.922306757	-4.459484886	-4.639028256	-4.012865803	-3.114147463	-2.58348786	0.164189278	-0.191701987	0.045678807
A	yvyE	BSU35510	0	0.940688473	-0.081618337	-1.636672677	-1.940897273	-1.828229117	-2.253897316	-2.125962577	-2.631246097	1.043268775	0.92243829	1.28241177
A	ywcH	BSU38100	0	-0.451514746	-0.650001735	-0.594029988	0.002831846	0.738748575	0.779212639	0.320925774	0.050155886	1.020694269	0.927992503	1.109949938
B	abbA	BSU14120	0	1.37685366	2.15754622	1.609826147	2.345105203	2.28865973	0.854849651	1.483493063	0.880986987	0.536211152	0.485730297	0.437590583
B	accA	BSU29200	0	-0.20656357	0.55282218	-0.013711277	-0.466953657	-0.897877383	-1.599275134	-1.070043867	-1.604057993	0.971130857	0.675275837	0.90204176
B	accD	BSU29210	0	0.325563693	0.88113891	0.42462937	0.143379493	-0.24638996	-1.054158901	-0.558665547	-0.837118025	1.06755372	1.065801675	1.10483792
B	ccpC	BSU14140	0	0.975051113	1.47414244	0.577913813	1.174013077	1.066617783	0.202723317	0.47284591	-0.025490302	0.690993523	0.780828563	0.587164497
B	kinC	BSU14490	0	-0.64160874	-1.13985378	-2.670480734	-3.01417144	-3.453518652	-3.611353597	-3.222255827	-3.044112332	-0.568028413	-0.414916608	-0.480234883
B	putB	BSU03200	0	3.555073237	-3.210482028	-1.737216228	-0.505535683	0.417548827	0.067142342	-1.08015043	-0.223267403	-4.102049376	-4.099767777	-4.225668583
B	putC	BSU03210	0	4.12917955	-2.588801738	-0.687123424	0.39460892	0.991759477	1.221676659	0.327833887	1.19012119	-3.863898702	-3.79688346	-3.892679433
B	putP	BSU03220	0	3.917361587	1.266720817	0.72668575	0.986578563	1.15455626	1.067902171	-0.2148412	0.395310692	0.451479742	0.697573612	0.139878193
B	sirA	BSU17900	0	0.47083544	5.52512379	4.52831549	3.96598042	3.373376954	0.885047336	2.148211337	1.230405331	0.903651982	0.861974288	0.87013259
B	yerB	BSU06570	0	-1.797572247	-0.468536307	-0.874288973	-0.6508601	-0.650421937	-1.405347504	-1.15283321	-1.22521233	-0.757445325	-1.0441549	-1.177323793
B	yerC	BSU06580	0	-2.045140763	-0.81552961	-1.267169017	-0.941385127	-1.123374967	-1.528995661	-1.363476947	-1.198493677	-0.999694977	-1.363694607	-1.333784753
B	yisI	BSU10730	0	1.139054523	3.293169888	2.584931538	2.990482901	3.689234694	4.307998801	3.928623794	4.062904958	-0.598356196	-0.864120694	-0.576767411
B	ykuJ	BSU14100	0	0.347701363	-0.022588477	0.40956295	1.27864498	1.350592563	0.198597191	0.33505762	0.13797404	1.6357443	1.688543185	1.701132463
B	ykuK	BSU14110	0	0.218630853	-0.10315304	0.361354397	0.998427753	1.01571177	-0.004877159	0.098950553	-0.251687363	1.767849072	1.551423792	1.484269267
B	ykuL	BSU14130	0	0.35614789	1.270125213	0.831164247	1.077645537	0.927323293	-0.668614522	-0.00810149	-0.888483773	-0.763516297	0.228995223	-0.824642817
B	yneF	BSU17910	0	0.36880533	0.639628873	0.07015787	-0.075806693	-0.379259047	-2.091292896	-1.00170384	-1.526146967	0.916804148	1.080541323	0.986613383
B	yppD	BSU22280	0	0.481322057	5.159800681	3.385825899	3.056402477	3.021798761	2.438958488	3.225257127	3.265590207	-0.307930607	-0.255540923	-0.101141822
B	yppE	BSU22270	0	-0.030035564	3.434080295	2.251574475	2.047211398	1.893322798	1.423204337	2.326766788	2.218288447	0.784953407	0.502100622	1.692522182
B	yusD	BSU32760	0	0.702300373	2.647767783	1.522114377	1.457239657	0.994609543	0.494896862	0.604191203	0.533626673	-0.416529927	-0.532017842	-0.465259973
B	yusE	BSU32770	0	0.85675477	0.962376763	0.677718837	0.585189343	0.8717342	1.058331184	0.949188477	1.399678748	0.012895848	0.002861278	0.155871003
B	yybN	BSU40580	0	0.4807622	0.045917093	-1.397512643	-1.565989593	-2.549110597	-3.797257873	-3.32401425	-4.746021505	-0.65657113	-0.52311667	-1.18878315
C	rapA	BSU12430	0	1.08694709	1.23861103	1.142199383	1.120566173	1.179286493	0.894650518	1.082924907	0.716924098	-4.923103782	-4.748657497	-5.241870384
D	abn2	BSU39330	0	1.13688426	2.348014373	0.629820693	0.729154153	0.45420917	0.921020404	0.458487113	0.105944116	-3.12189808	-2.823357745	-3.01048637
D	bsaA	BSU21900	0	1.6230368	2.044198883	0.60405539	-0.013724537	-0.2701886	-1.706053243	-1.393656568	-1.615156072	-0.665022801	-0.422888788	-0.340815366
D	ccdA	BSU17930	0	0.957717595	2.081821438	2.282629491	1.908631848	1.604276331	0.865373481	0.688204461	-0.344878563	1.206785563	0.911087795	1.119974781
D	citG	BSU33040	0	0.280132343	0.599766797	-0.453217347	-0.818410903	-1.284829363	-2.367859911	-1.421128373	-2.833244078	-1.051004212	-0.987772242	-1.022645783
D	dacC	BSU18350	0	0.450737177	1.79485694	0.86584709	0.568456133	0.315190707	0.227933006	0.138980423	0.071292597	-3.316058424	-2.881879985	-3.190533207
D	ftsA	BSU15280	0	0.539253033	0.795632343	-0.42898996	-0.606889593	-1.325919827	-2.517770693	-2.106602603	-3.344616854	-0.105797333	-0.248379123	-0.23407249
D	ftsZ	BSU15290	0	0.595885003	1.01767658	-0.133279433	-0.500537423	-0.998653037	-1.805339697	-1.3031145	-2.197338603	-0.041620573	-0.369601798	-0.210976953
D	galM	BSU18360	0	0.45056481	1.866151673	0.792603223	0.451905827	0.21388414	-0.114219041	0.05695155	-0.336193493	-3.251564218	-2.688525464	-3.115632217
D	glgA	BSU30950	0	0.18605663	4.626777202	5.815243992	5.525379555	5.083537672	4.640602435	4.212118585	3.969597585	0.174224907	0.419928996	0.329292194
D	glgB	BSU30980	0	0.500421561	5.234347461	6.411299008	6.425967411	6.092322801	5.43870161	5.338248951	5.038736616	0.769628438	0.920433829	0.964589343
D	glgC	BSU30970	0	0.333332714	5.100782034	6.283469641	6.081724657	5.914134694	5.378337711	5.047227141	4.819185996	0.771901983	0.636606629	0.710008674
D	glgD	BSU30960	0	0.183894548	4.778582778	5.956820445	5.684891818	5.417034325	4.876550105	4.503828315	4.254504275	0.128200372	0.33922658	0.272966915
D	glgP	BSU30940	0	0.082636183	4.404586555	5.484842998	5.183204958	4.667256755	4.083810738	3.964824785	3.578652168	0.381429306	0.409162763	0.416269517
D	gltP	BSU02340	0	1.018488476	1.938003469	0.509865552	0.785464932	0.888567906	1.263677387	0.180967908	0.647890584	-2.534524566	-1.566103283	-2.345251486
D	hbs	BSU22790	0	0.27145911	0.247907437	0.230972987	0.137562207	-0.79383259	-1.454311318	-0.896047213	-1.423045288	0.239400802	0.196571252	0.449826643
D	hfq	BSU17340	0	1.048016357	1.713127633	0.697299507	0.96079975	0.456074353	-0.33016394	-0.002193803	-0.46402596	-2.06225217	-2.4126938	-2.3188057
D	kinE	BSU13530	0	1.267428746	2.299602106	0.76067534	0.306979183	-0.058937857	-0.825327014	-0.34673891	-0.82162689	-2.548107466	-2.43650663	-2.385770137
D	minC	BSU28000	0	-0.02008922	-0.37191834	-1.66656276	-2.168849687	-2.625283767	-2.780446097	-3.012713383	-3.296202353	0.792673667	0.716368647	0.581725897
D	minD	BSU27990	0	-0.076869513	-0.201249193	-1.681503033	-2.19811821	-2.52850644	-2.699793718	-2.895330977	-3.321925026	0.821582123	0.428467908	0.465250003
D	phrC	BSU03780	0	0.50118389	1.221904337	1.522424413	1.5969088	1.829987857	1.376171167	1.618060967	1.083029245	-1.88637057	-1.87518209	-2.382638413
D	phrF	BSU37470	0	0.97021128	1.377505577	1.6115544	1.60118885	1.517829867	1.335700849	1.51567485	1.358292692	-4.017125618	-3.476434633	-3.22449851
D	phrI	BSU05020	0	0.654178133	0.568311217	1.14404542	1.95534071	1.71674629	1.710337283	2.12512485	2.083024722	-1.769821373	-1.910534383	-1.63298692
D	spo0M	BSU08760	0	-1.371345723	-2.170933583	-2.407923543	-1.798373853	-1.46278699	-0.729897027	-1.798752043	-0.593983895	-0.708436865	-0.563148205	-0.96538042
D	spoVS	BSU16980	0	0.692199133	0.487248577	1.749892197	1.942307807	1.92053358	1.793928379	1.68967621	1.649481103	-1.699877257	-1.760599192	-1.681091327
D	ureA	BSU36660	0	3.85090384	3.15311574	1.856396033	1.33458166	0.473455637	0.998374679	-0.625721314	-0.128718061	-1.917609046	-1.741945477	-1.818764498
D	ureB	BSU36650	0	3.958020942	3.155534202	1.973988042	1.290659048	0.482037422	0.996912453	-0.603464808	-0.116600465	-1.420021468	-1.002187918	-1.095898451
D	ureC	BSU36640	0	3.376197274	2.648397024	1.514542068	0.743074845	0.155062082	0.81927625	-0.80205316	-0.323395105	-0.083983209	-0.065765644	0.201837671
D	vpr	BSU38090	0	4.665434199	5.881111402	5.286189466	4.833080419	4.411049442	3.934537897	3.627180419	3.629602416	-1.084933457	-0.819370074	-0.878318897
D	ycsN	BSU04150	0	-0.28453767	0.218609297	-1.300716603	-1.665631597	-2.061110657	-1.826509438	-2.50752032	-2.69096115	-0.79264442	-1.005644605	-0.990736803
D	yesL	BSU06940	0	0.862151425	0.667305078	0.176372738	0.924846653	1.275637423	1.557634407	0.693815426	0.021969641	-2.10248891	-0.712907869	-2.172861834
D	yesM	BSU06950	0	0.856932221	0.43512119	0.059274844	0.940761338	1.453875588	1.46711235	1.052534451	0.658834265	-1.887308489	-0.69573005	-1.825242875
D	yhaR	BSU09880	0	-0.982819515	0.511605887	-0.286795723	0.316785067	0.18491233	0.662239593	0.350728317	0.596007253	-3.967201115	-3.19411078	-3.852053345
D	yhcR	BSU09190	0	1.476834823	2.823790213	1.333014873	0.804681163	0.317862206	0.324601902	-0.047213009	0.374576643	-1.512130978	-1.109664807	-1.31356208
D	yhcS	BSU09200	0	1.12456072	2.409833707	1.00952274	0.654504463	0.07761958	0.440556403	-0.264655511	0.14171766	-1.036500185	-1.012871746	-0.986136616
D	yisK	BSU10750	0	0.78169504	1.145714747	-0.589886493	-1.004099257	-1.741902853	-2.752759729	-2.954690708	-3.181772307	-3.555618589	-2.751324351	-3.137340274
D	yisT	BSU10860	0	0.58735985	1.93580644	0.62014721	0.277257493	-0.287363943	-0.048997857	-0.46291673	-0.473531165	-3.058170945	-2.564453193	-2.578280795
D	ykoM	BSU13340	0	0.573317723	1.017099257	0.11646518	0.794069143	0.953129367	0.297697399	0.533949693	0.473778008	-5.550311399	-4.238958981	-5.131073853
D	ynaD	BSU17520	0	0.624230732	0.983134822	0.236903039	-0.03924238	-0.680328996	-2.123643494	-1.487518958	-1.008243804	-1.449879027	-1.031350309	-1.195436554
D	yoeA	BSU18370	0	0.05646109	0.86017144	-0.57902292	-0.92117187	-1.29539876	-1.774759148	-1.992684633	-2.605902663	-2.420087235	-2.202798574	-2.295697396
D	ypgQ	BSU21890	0	1.507785687	1.9596513	0.788226643	0.115628997	-0.329411897	-1.254719001	-1.174181041	-1.649980174	-0.676303592	-0.462113448	-0.581110038
D	ypgR	BSU21880	0	0.916245727	1.237290953	0.214616607	-0.478034573	-0.749471127	-0.962780359	-1.028263073	-2.126252848	-0.020240397	0.022140643	0.112994177
D	ypiB	BSU22580	0	0.58536741	1.513714993	0.90226679	0.82160074	0.658857247	-0.089613589	-0.077063573	-0.110352607	-2.129666727	-2.183340337	-2.179363693
D	ypiF	BSU22570	0	0.184358613	1.041052047	0.239519823	0.370392073	-0.247836553	-1.118275258	-1.127911523	-1.473373668	-3.164545972	-2.844439465	-3.338774287
D	yrvJ	BSU27580	0	-0.494687237	-0.075653037	-1.627020447	-2.152449693	-2.489210721	-3.315657166	-2.985211524	-3.845446902	-0.617401737	-0.947672922	-0.70756084
D	ytxG	BSU29780	0	-0.046658113	0.730264933	-0.2654083	-0.533841137	-1.2212171	-1.719914042	-1.473525153	-1.922909383	-1.545505203	-1.612073603	-1.427334137
D	ytxH	BSU29770	0	1.39E-01	0.968391943	0.273401483	0.111910533	-0.077309043	-0.757359437	-0.52267088	-0.718934265	-1.36378705	-1.45719969	-1.309025773
D	ytxJ	BSU29760	0	0.17810006	1.167632527	0.439974287	0.394185623	0.051050123	-0.433137363	-0.27025806	-0.446546407	-1.328523362	-1.738005887	-1.573357807
D	yuxL	BSU32230	0	-0.017689095	0.682323361	-0.356838042	-0.504212267	-0.635399008	-1.305545188	-1.653028252	-1.490264374	-0.363303408	-0.284165489	-0.182177819
D	yvyD	BSU35310	0	0.65254238	0.60360706	-0.619362577	-0.596038043	-0.757832717	-1.108114044	-1.216188603	-0.809356318	-5.366434853	-5.173686803	-5.456061961
E	dnaG	BSU25210	0	0.685765803	0.018082157	0.04883817	0.083204713	0.415621567	0.354085919	0.190894303	0.358285382	0.692826647	0.559861032	0.65819356
E	lytE	BSU09420	0	1.710656317	1.34928748	0.404269763	-0.140782033	-0.54401475	-2.113490853	-0.2806746	-1.414424971	2.442084507	2.170587202	2.353078807
E	sigA	BSU25200	0	0.210571873	-1.489411027	-0.346433083	-0.54997348	-0.238121687	0.311419456	0.114497273	0.405458985	0.89882181	0.24649077	0.674844857
E	yqxD	BSU25230	0	0.46065558	-0.2113153	0.398938103	0.853266853	0.900128067	0.466065862	0.458277137	0.406566855	0.59867373	0.49040161	0.5574904
F	kinA	BSU13990	0	0.710305083	1.544956633	-0.07497509	-0.491954647	-1.123933455	-1.755775876	-1.05979529	-1.728967966	-2.304470382	-1.832321684	-2.149063815
F	racA	BSU37030	0	-0.497421311	4.620361095	3.663425218	3.552965798	2.990179928	2.372598682	2.882504462	2.75359721	0.07081487	-0.118341449	0.213691328
F	spo0F	BSU37130	0	0.578552913	2.090192687	0.146645353	-0.21365031	-0.807277447	-1.058486492	-0.913877447	-1.6936298	-1.009516607	-1.073802477	-0.948670753
F	yttP	BSU29630	0	0.060195043	5.53404535	4.50286964	4.632823047	3.758340767	3.700751568	4.11899232	4.215677199	-0.528926704	-0.516199195	-0.57625316
G	sdpA	BSU33750	0	3.114779183	3.281941267	1.93268575	1.948020567	0.493036927	-1.918577242	-1.3182803	-1.71405068	-3.542279958	-3.915714995	-3.918864189
G	yfmI	BSU07460	0	2.237608614	2.400751301	0.474312887	-0.552007807	-1.435081413	-2.239298616	-1.560135812	-1.331146902	-0.421935564	-0.430827571	-0.438850682
G	yxbC	BSU39880	0	4.012985007	4.091834077	3.951939033	3.639403777	2.738401363	2.096788683	2.46396617	2.187838412	-2.795499597	-2.47996456	-2.94701487
H	albA	BSU37370	0	-2.5997316	1.62480706	-2.547316733	-2.903905767	-2.78259034	-1.78027747	-2.149875467	-2.604209606	-3.22956537	-2.87501091	-3.463865183
H	albB	BSU37380	0	-2.463771623	1.62730632	-2.48784684	-3.004971687	-2.807907067	-1.854791678	-1.836315863	-2.271575837	-2.564343127	-2.469537547	-2.598005453
H	albC	BSU37390	0	-1.980310533	1.733395043	-2.546179921	-3.117600741	-2.928767531	-2.292393802	-3.167103281	-3.194674721	-1.998043032	-1.813110402	-2.14786276
H	albD	BSU37400	0	-1.572515983	2.20660025	-2.243763195	-2.954880668	-2.794480544	-2.225454398	-3.143138165	-3.333085439	-1.409707188	-1.291346773	-1.57003928
H	albE	BSU37410	0	-1.297267905	2.566069393	-1.939598389	-2.894573853	-3.033755761	-3.292040561	-3.60693042	-3.652513413	-1.788240086	-1.470389528	-1.690322056
H	albF	BSU37420	0	-0.830008798	3.070825404	-1.366859851	-2.221564188	-2.376453656	-2.578862867	-2.820029368	-2.839175217	-2.19370347	-1.52977373	-1.922340397
H	albG	BSU37430	0	-0.671435934	3.132929489	-1.2191684	-2.048387731	-2.172735314	-2.082465632	-2.30010669	-2.161808177	-2.278664682	-1.591960407	-2.008887731
H	antE	BSU25220	0	-0.326198265	0.631376518	0.158414622	-0.075983891	-0.442577076	0.54064651	1.002527385	2.193587855	0.255370663	-0.639614002	-0.771716915
H	asnH	BSU39920	0	6.0310917	5.66990446	5.291223233	4.877394177	3.75289517	1.87449374	2.520565243	1.028874845	0.192538042	0.469064808	0.464992069
