Class	Gene	LocusTag	t0	t1	t2	t	t4	t5	t6	t7	t8	g135	g150	g180	
A	epsH	BSU34300		0	-1.261640396	0.039009173	0.467294303	-0.647333829	-2.164618463	-2.850816749	-3.123607807	-3.114400991	-2.441701363	-1.643693371	-2.019144981
A	epsI	BSU34290		0	-1.438662947	-0.033776083	0.285960347	-0.715928745	-2.321256008	-3.165656938	-3.504139403	-3.449538722	-2.677634168	-2.046756473	-2.355880977
A	epsJ	BSU34280		0	-1.432386372	-0.18425973	0.170691943	-0.921146595	-2.388620696	-3.143365058	-3.431666793	-3.507781849	-2.694302016	-1.985650064	-2.339861093
A	epsK	BSU34265		0	-1.368948326	-0.239437172	-0.012827013	-1.210018524	-2.498746591	-3.102265096	-3.32795068	-3.352480048	-2.630197241	-1.859396405	-2.315124038
A	epsL	BSU34250		0	-1.377994859	0.062586183	0.162978993	-0.950014561	-2.452850373	-3.096903141	-3.264574289	-3.286447027	-2.67370279	-2.027895912	-2.453192133
A	epsM	BSU34240		0	-1.255770634	0.22591177	0.45124597	-0.631605576	-2.200826396	-3.017216668	-2.872365801	-2.91769077	-2.908679989	-2.427121532	-2.503261712
A	epsN	BSU34230		0	-1.184188351	0.261743867	0.51628191	-0.477365303	-2.25823358	-3.128424926	-3.368111027	-3.320020631	-2.958119422	-2.432929367	-2.717295972
A	ftsA	BSU15280		0	0.539253033	0.795632343	-0.42898996	-0.606889593	-1.325919827	-2.517770693	-2.106602603	-3.344616854	-0.105797333	-0.248379123	-0.23407249
A	ftsZ	BSU15290		0	0.595885003	1.01767658	-0.133279433	-0.500537423	-0.998653037	-1.805339697	-1.3031145	-2.197338603	-0.041620573	-0.369601798	-0.210976953
A	galM	BSU18360		0	0.45056481	1.866151673	0.792603223	0.451905827	0.21388414	-0.114219041	0.05695155	-0.336193493	-3.251564218	-2.688525464	-3.115632217
A	glgA	BSU30950		0	0.18605663	4.626777202	5.815243992	5.525379555	5.083537672	4.640602435	4.212118585	3.969597585	0.174224907	0.419928996	0.329292194
A	glgB	BSU30980		0	0.500421561	5.234347461	6.411299008	6.425967411	6.092322801	5.43870161	5.338248951	5.038736616	0.769628438	0.920433829	0.964589343
A	glgC	BSU30970		0	0.333332714	5.100782034	6.283469641	6.081724657	5.914134694	5.378337711	5.047227141	4.819185996	0.771901983	0.636606629	0.710008674
A	glgD	BSU30960		0	0.183894548	4.778582778	5.956820445	5.684891818	5.417034325	4.876550105	4.503828315	4.254504275	0.128200372	0.33922658	0.272966915
A	glgP	BSU30940		0	0.082636183	4.404586555	5.484842998	5.183204958	4.667256755	4.083810738	3.964824785	3.578652168	0.381429306	0.409162763	0.416269517
A	gltP	BSU02340		0	1.018488476	1.938003469	0.509865552	0.785464932	0.888567906	1.263677387	0.180967908	0.647890584	-2.534524566	-1.566103283	-2.345251486
A	hbs	BSU22790		0	0.27145911	0.247907437	0.230972987	0.137562207	-0.79383259	-1.454311318	-0.896047213	-1.423045288	0.239400802	0.196571252	0.449826643
A	hfq	BSU17340		0	1.048016357	1.713127633	0.697299507	0.96079975	0.456074353	-0.33016394	-0.002193803	-0.46402596	-2.06225217	-2.4126938	-2.3188057
A	kinE	BSU13530		0	1.267428746	2.299602106	0.76067534	0.306979183	-0.058937857	-0.825327014	-0.34673891	-0.82162689	-2.548107466	-2.43650663	-2.385770137
A	minC	BSU28000		0	-0.02008922	-0.37191834	-1.66656276	-2.168849687	-2.625283767	-2.780446097	-3.012713383	-3.296202353	0.792673667	0.716368647	0.581725897
A	minD	BSU27990		0	-0.076869513	-0.201249193	-1.681503033	-2.19811821	-2.52850644	-2.699793718	-2.895330977	-3.321925026	0.821582123	0.428467908	0.465250003
A	phrC	BSU03780		0	0.50118389	1.221904337	1.522424413	1.5969088	1.829987857	1.376171167	1.618060967	1.083029245	-1.88637057	-1.87518209	-2.382638413
A	phrE	BSU25840		0	0.819976583	1.49715626	1.10005552	1.15193346	0.478443497	0.390342672	0.76205056	0.769700625	-2.364555135	-2.15903023	-2.481488845
A	phrF	BSU37470		0	0.97021128	1.377505577	1.6115544	1.60118885	1.517829867	1.335700849	1.51567485	1.358292692	-4.017125618	-3.476434633	-3.22449851
A	phrG	BSU40310		0	1.348117223	2.05987819	1.597659723	1.928058117	1.888653777	1.261639092	1.432024407	1.33420929	-2.167034945	-1.68056915	-1.726325653
A	phrI	BSU05020		0	0.654178133	0.568311217	1.14404542	1.95534071	1.71674629	1.710337283	2.12512485	2.083024722	-1.769821373	-1.910534383	-1.63298692
A	phrK	BSU18920		0	0.603059233	1.90201264	0.758376083	0.958366547	0.265447833	-1.068404789	0.202295663	-1.216641851	-4.445191572	-4.097101052	-4.163602972
A	rapG	BSU40300		0	1.12506989	0.984305387	0.241319083	-0.380677447	-0.984991327	-0.789227303	-0.471092937	-0.499228502	-0.807319022	-0.329042257	-0.714575963
A	rapK	BSU18910		0	1.88306419	1.565415677	0.539539287	-0.08723971	-1.05989597	-2.529103591	-0.83337317	-1.152460347	-3.064491571	-2.921381719	-3.196807494
A	sigH	BSU00980		0	0.91951388	1.014103967	-0.0604715	-0.25953061	-0.820313137	-2.07870186	-1.258086867	-2.186042877	-0.732318712	-0.467319177	-0.6037544
A	spo0M	BSU08760		0	-1.371345723	-2.170933583	-2.407923543	-1.798373853	-1.46278699	-0.729897027	-1.798752043	-0.593983895	-0.708436865	-0.563148205	-0.96538042
A	spoVG	BSU00490		0	1.135499877	1.14430607	0.981549813	1.010736557	0.72766307	0.109258983	0.79954436	0.414747088	-4.440527632	-3.865324847	-4.07756952
A	spoVS	BSU16980		0	0.692199133	0.487248577	1.749892197	1.942307807	1.92053358	1.793928379	1.68967621	1.649481103	-1.699877257	-1.760599192	-1.681091327
A	ureA	BSU36660		0	3.85090384	3.15311574	1.856396033	1.33458166	0.473455637	0.998374679	-0.625721314	-0.128718061	-1.917609046	-1.741945477	-1.818764498
A	ureB	BSU36650		0	3.958020942	3.155534202	1.973988042	1.290659048	0.482037422	0.996912453	-0.603464808	-0.116600465	-1.420021468	-1.002187918	-1.095898451
A	ureC	BSU36640		0	3.376197274	2.648397024	1.514542068	0.743074845	0.155062082	0.81927625	-0.80205316	-0.323395105	-0.083983209	-0.065765644	0.201837671
A	vpr	BSU38090		0	4.665434199	5.881111402	5.286189466	4.833080419	4.411049442	3.934537897	3.627180419	3.629602416	-1.084933457	-0.819370074	-0.878318897
A	ycsN	BSU04150		0	-0.28453767	0.218609297	-1.300716603	-1.665631597	-2.061110657	-1.826509438	-2.50752032	-2.69096115	-0.79264442	-1.005644605	-0.990736803
A	yesL	BSU06940		0	0.862151425	0.667305078	0.176372738	0.924846653	1.275637423	1.557634407	0.693815426	0.021969641	-2.10248891	-0.712907869	-2.172861834
A	yesM	BSU06950		0	0.856932221	0.43512119	0.059274844	0.940761338	1.453875588	1.46711235	1.052534451	0.658834265	-1.887308489	-0.69573005	-1.825242875
A	yhaR	BSU09880		0	-0.982819515	0.511605887	-0.286795723	0.316785067	0.18491233	0.662239593	0.350728317	0.596007253	-3.967201115	-3.19411078	-3.852053345
A	yhcR	BSU09190		0	1.476834823	2.823790213	1.333014873	0.804681163	0.317862206	0.324601902	-0.047213009	0.374576643	-1.512130978	-1.109664807	-1.31356208
A	yhcS	BSU09200		0	1.12456072	2.409833707	1.00952274	0.654504463	0.07761958	0.440556403	-0.264655511	0.14171766	-1.036500185	-1.012871746	-0.986136616
A	yisK	BSU10750		0	0.78169504	1.145714747	-0.589886493	-1.004099257	-1.741902853	-2.752759729	-2.954690708	-3.181772307	-3.555618589	-2.751324351	-3.137340274
A	yisT	BSU10860		0	0.58735985	1.93580644	0.62014721	0.277257493	-0.287363943	-0.048997857	-0.46291673	-0.473531165	-3.058170945	-2.564453193	-2.578280795
A	ykoM	BSU13340		0	0.573317723	1.017099257	0.11646518	0.794069143	0.953129367	0.297697399	0.533949693	0.473778008	-5.550311399	-4.238958981	-5.131073853
A	ynaD	BSU17520		0	0.624230732	0.983134822	0.236903039	-0.03924238	-0.680328996	-2.123643494	-1.487518958	-1.008243804	-1.449879027	-1.031350309	-1.195436554
A	yobO	BSU19030		0	1.102385132	2.709680299	1.843681292	1.866888972	1.603281905	1.646328046	1.376017225	1.287688107	-2.564377231	-2.450050558	-2.600486679
A	yoeA	BSU18370		0	0.05646109	0.86017144	-0.57902292	-0.92117187	-1.29539876	-1.774759148	-1.992684633	-2.605902663	-2.420087235	-2.202798574	-2.295697396
A	ypgQ	BSU21890		0	1.507785687	1.9596513	0.788226643	0.115628997	-0.329411897	-1.254719001	-1.174181041	-1.649980174	-0.676303592	-0.462113448	-0.581110038
A	ypgR	BSU21880		0	0.916245727	1.237290953	0.214616607	-0.478034573	-0.749471127	-0.962780359	-1.028263073	-2.126252848	-0.020240397	0.022140643	0.112994177
A	ypiB	BSU22580		0	0.58536741	1.513714993	0.90226679	0.82160074	0.658857247	-0.089613589	-0.077063573	-0.110352607	-2.129666727	-2.183340337	-2.179363693
A	ypiF	BSU22570		0	0.184358613	1.041052047	0.239519823	0.370392073	-0.247836553	-1.118275258	-1.127911523	-1.473373668	-3.164545972	-2.844439465	-3.338774287
A	yrvJ	BSU27580		0	-0.494687237	-0.075653037	-1.627020447	-2.152449693	-2.489210721	-3.315657166	-2.985211524	-3.845446902	-0.617401737	-0.947672922	-0.70756084
A	ytxG	BSU29780		0	-0.046658113	0.730264933	-0.2654083	-0.533841137	-1.2212171	-1.719914042	-1.473525153	-1.922909383	-1.545505203	-1.612073603	-1.427334137
A	ytxH	BSU29770		0	0.13906927	0.968391943	0.273401483	0.111910533	-0.077309043	-0.757359437	-0.52267088	-0.718934265	-1.36378705	-1.45719969	-1.309025773
A	ytxJ	BSU29760		0	0.17810006	1.167632527	0.439974287	0.394185623	0.051050123	-0.433137363	-0.27025806	-0.446546407	-1.328523362	-1.738005887	-1.573357807
A	yuxL	BSU32230		0	-0.017689095	0.682323361	-0.356838042	-0.504212267	-0.635399008	-1.305545188	-1.653028252	-1.490264374	-0.363303408	-0.284165489	-0.182177819
A	yvyD	BSU35310		0	0.65254238	0.60360706	-0.619362577	-0.596038043	-0.757832717	-1.108114044	-1.216188603	-0.809356318	-5.366434853	-5.173686803	-5.456061961
B	abbA	BSU14120		0	1.37685366	2.15754622	1.609826147	2.345105203	2.28865973	0.854849651	1.483493063	0.880986987	0.536211152	0.485730297	0.437590583
B	accA	BSU29200		0	-0.20656357	0.55282218	-0.013711277	-0.466953657	-0.897877383	-1.599275134	-1.070043867	-1.604057993	0.971130857	0.675275837	0.90204176
B	accD	BSU29210		0	0.325563693	0.88113891	0.42462937	0.143379493	-0.24638996	-1.054158901	-0.558665547	-0.837118025	1.06755372	1.065801675	1.10483792
B	ccpC	BSU14140		0	0.975051113	1.47414244	0.577913813	1.174013077	1.066617783	0.202723317	0.47284591	-0.025490302	0.690993523	0.780828563	0.587164497
B	kinC	BSU14490		0	-0.64160874	-1.13985378	-2.670480734	-3.01417144	-3.453518652	-3.611353597	-3.222255827	-3.044112332	-0.568028413	-0.414916608	-0.480234883
B	putB	BSU03200		0	3.555073237	-3.210482028	-1.737216228	-0.505535683	0.417548827	0.067142342	-1.08015043	-0.223267403	-4.102049376	-4.099767777	-4.225668583
B	putC	BSU03210		0	4.12917955	-2.588801738	-0.687123424	0.39460892	0.991759477	1.221676659	0.327833887	1.19012119	-3.863898702	-3.79688346	-3.892679433
B	putP	BSU03220		0	3.917361587	1.266720817	0.72668575	0.986578563	1.15455626	1.067902171	-0.2148412	0.395310692	0.451479742	0.697573612	0.139878193
B	sdpB	BSU33760		0	3.38545093	3.30555886	1.79553383	1.52623978	0.086863693	-2.77867951	-1.433248633	-2.069681662	-3.798725897	-4.175631102	-4.083609788
B	sdpC	BSU33770		0	0.908491697	0.975577947	0.941367163	0.941367163	0.784241637	-0.682667823	-0.138956257	-2.031638723	-5.751742255	-5.752838165	-5.755251796
B	sigE	BSU15320		0	0.320576208	6.194699378	6.686906941	6.201948948	5.814930111	4.622573171	5.096311775	4.495062271	0.228306134	0.431968587	0.312340273
B	sigG	BSU15330		0	0.165528129	4.649375588	5.862028998	6.539892441	6.344274844	5.899240271	5.927921561	6.047178066	0.847950372	0.313505762	1.068621933
B	sirA	BSU17900		0	0.47083544	5.52512379	4.52831549	3.96598042	3.373376954	0.885047336	2.148211337	1.230405331	0.903651982	0.861974288	0.87013259
B	skfA	BSU01910		0	0.872476083	3.570795167	3.746088353	3.579175833	3.35664783	3.395592194	3.198827757	3.313255885	-2.863936865	-2.492880918	-2.292549193
B	skfB	BSU01920		0	1.167622187	4.535821067	3.80234523	3.451315613	2.186270387	0.934821357	1.302821813	0.250717228	-1.333280357	-1.082820878	-1.154879428
B	skfC	BSU01935		0	1.052796717	4.2260938	3.471166413	3.006613257	1.841910653	0.63516939	1.048271127	-0.061659174	-1.374211961	-1.091411589	-1.227149817
B	skfE	BSU01950		0	1.512604707	3.706466667	2.940915987	2.59746518	1.383742937	0.449723131	0.518011153	-0.581277198	-1.618354709	-1.434879988	-1.498880298
B	skfF	BSU01960		0	1.625962946	3.88051053	3.10183705	2.589052663	1.54600062	0.562304708	0.66778364	-0.417811833	-1.023598173	-0.905533025	-1.007803966
B	skfG	BSU01970		0	1.668100493	3.800950557	3.228963567	2.821410783	1.849890397	0.800918421	1.064233333	-0.068043435	-0.97472782	-0.955980887	-0.832969641
B	skfH	BSU01980		0	1.71068414	3.891768773	3.27541165	2.884103347	1.929436803	0.909697646	1.37908166	0.637565243	-0.725510965	-0.87233959	-0.713741634
B	spoIIE	BSU00640		0	-0.442613011	5.683809789	5.268324595	4.538110905	4.098805079	3.089060264	3.910923669	3.49411202	3.167437855	2.676050125	3.094097339
B	spoIIGA	BSU15310		0	0.365051301	5.772609913	6.01012156	5.493529367	4.908585627	4.208436164	4.70107695	3.9899886	0.20860031	0.352995849	0.148194424
B	yerB	BSU06570		0	-1.797572247	-0.468536307	-0.874288973	-0.6508601	-0.650421937	-1.405347504	-1.15283321	-1.22521233	-0.757445325	-1.0441549	-1.177323793
B	yerC	BSU06580		0	-2.045140763	-0.81552961	-1.267169017	-0.941385127	-1.123374967	-1.528995661	-1.363476947	-1.198493677	-0.999694977	-1.363694607	-1.333784753
B	yfmJ	BSU07450		0	1.0913925	1.775047457	0.532679733	-0.094377327	-0.60459591	-0.884932654	-0.959072616	-1.649923176	-0.219388232	-0.126609422	-0.356940027
B	yisI	BSU10730		0	1.139054523	3.293169888	2.584931538	2.990482901	3.689234694	4.307998801	3.928623794	4.062904958	-0.598356196	-0.864120694	-0.576767411
B	yjcM	BSU11910		0	0.98090372	-0.23082094	-2.050719268	-2.341258983	-3.345589217	-4.893694154	-3.764239031	-3.635164995	-2.625968525	-1.26282856	-2.454454273
B	ykuJ	BSU14100		0	0.347701363	-0.022588477	0.40956295	1.27864498	1.350592563	0.198597191	0.33505762	0.13797404	1.6357443	1.688543185	1.701132463
B	ykuK	BSU14110		0	0.218630853	-0.10315304	0.361354397	0.998427753	1.01571177	-0.004877159	0.098950553	-0.251687363	1.767849072	1.551423792	1.484269267
B	ykuL	BSU14130		0	0.35614789	1.270125213	0.831164247	1.077645537	0.927323293	-0.668614522	-0.00810149	-0.888483773	-0.763516297	0.228995223	-0.824642817
B	yneF	BSU17910		0	0.36880533	0.639628873	0.07015787	-0.075806693	-0.379259047	-2.091292896	-1.00170384	-1.526146967	0.916804148	1.080541323	0.986613383
B	yocH	BSU19210		0	1.179760657	2.748032837	2.494133333	2.864088723	2.906531227	0.858952953	2.547425153	0.358596278	0.154682343	-0.743033272	-0.22448959
B	yppD	BSU22280		0	0.481322057	5.159800681	3.385825899	3.056402477	3.021798761	2.438958488	3.225257127	3.265590207	-0.307930607	-0.255540923	-0.101141822
B	yppE	BSU22270		0	-0.030035564	3.434080295	2.251574475	2.047211398	1.893322798	1.423204337	2.326766788	2.218288447	0.784953407	0.502100622	1.692522182
B	yqcF	BSU25870		0	-0.625886863	0.551132467	-0.462659543	-0.821395663	-1.495220077	-2.176591245	-1.334357993	-1.858326212	-0.930021938	-1.050651118	-1.286595917
B	yqcG	BSU25860		0	0.20314461	1.55446927	0.397819083	0.178779553	-0.306869143	-1.485727943	-0.713057743	-1.692308861	-0.433127445	-0.131970755	-0.520304463
B	yqxI	BSU25890		0	-0.871055883	1.20581673	-0.303447213	-0.94589455	-2.092346097	-3.061475051	-3.0178544	-4.198489962	-3.130512733	-2.998061708	-2.659133273
B	yqxJ	BSU25880		0	-0.46506741	1.456436433	-0.06240855	-0.637778067	-1.82995948	-2.81452751	-2.41912466	-3.348087295	-2.734685445	-2.803654215	-2.433181787
B	yusD	BSU32760		0	0.702300373	2.647767783	1.522114377	1.457239657	0.994609543	0.494896862	0.604191203	0.533626673	-0.416529927	-0.532017842	-0.465259973
B	yusE	BSU32770		0	0.85675477	0.962376763	0.677718837	0.585189343	0.8717342	1.058331184	0.949188477	1.399678748	0.012895848	0.002861278	0.155871003
B	yxbD	BSU39870		0	3.532253531	3.022094547	2.057767534	1.602439527	0.587099381	-0.805889157	-0.417421686	-0.853195973	-1.122106939	-0.566667162	-0.797747088
B	yybN	BSU40580		0	0.4807622	0.045917093	-1.397512643	-1.565989593	-2.549110597	-3.797257873	-3.32401425	-4.746021505	-0.65657113	-0.52311667	-1.18878315
C	abrB	BSU00370		0	-0.29442342	-2.166254027	-3.11011859	-3.383478807	-3.6972938	-4.038848286	-4.20763222	-4.458161337	-0.867469702	-1.951202972	0.017699257
C	cheA	BSU16430		0	-0.49583978	-2.074811277	-3.553310905	-4.170116606	-4.782991079	-4.903605412	-5.399316482	-5.570961649	-2.545568898	-1.779778193	-2.419406567
C	cheB	BSU16420		0	-0.53638792	-2.177150747	-3.796283832	-4.431851614	-4.833265369	-5.045342279	-5.293717661	-5.414527946	-2.43789867	-1.7123759	-2.326265243
C	cheC	BSU16450		0	-0.935302603	-2.221143867	-3.774835565	-4.425901983	-4.821579926	-5.031704193	-5.354551921	-5.436627014	-2.515725342	-1.732064003	-2.410448946
C	cheD	BSU16460		0	-0.750667283	-2.077922427	-3.826494175	-4.418889466	-4.86863581	-5.14315415	-5.502268152	-5.512801734	-2.478930355	-1.882052845	-2.431019327
C	cheW	BSU16440		0	-0.661914127	-2.125360473	-3.642086991	-4.185859482	-4.742737549	-5.000839449	-5.460453534	-5.674066978	-2.549665863	-1.853801738	-2.517316483
C	cheY	BSU16330		0	-0.13629343	-2.082589717	-3.431762701	-3.814177943	-4.517958365	-4.631432714	-4.978012887	-5.881148265	-2.844070758	-2.102218158	-2.77139616
C	comZ	BSU11310		0	-0.97190917	-1.140532713	-1.476135257	-1.474132843	-2.12117894	-2.557003535	-1.76583278	-1.078423175	0.32191939	0.01376214	0.476530107
C	divIVA	BSU15420		0	0.799687857	0.644905577	-0.165402107	-0.648690273	-1.11604684	-1.903942213	-1.10623829	-2.236809324	0.523921995	0.34687943	0.553949687
C	dltA	BSU38500		0	-1.309090087	-3.2075373	-4.222634078	-4.707046903	-4.305585503	-3.043228624	-3.940699259	-3.82211419	0.355066665	0.732041945	0.47641078
C	dltB	BSU38510		0	-1.624522923	-3.691461833	-5.087667535	-5.881633087	-5.591105082	-4.638420199	-5.445698143	-5.092431848	0.182077818	0.476292128	0.17785254
C	dltC	BSU38520		0	-1.897221067	-4.024161587	-5.493595911	-6.258731227	-6.444700992	-5.553842194	-6.657069021	-6.415268588	0.068238475	0.378338475	0.119028873
C	dltD	BSU38530		0	-2.17049715	-4.1471539	-5.695977509	-6.474556629	-6.556574101	-5.92624622	-6.727230792	-6.220462886	0.034002172	0.289874107	0.049877323
C	dltE	BSU38540		0	-2.25937509	-3.917463197	-4.527704334	-4.19192887	-3.92578674	-3.83791685	-4.087419701	-4.313071559	0.105363757	0.253385132	-0.148656873
C	dnaA	BSU00010		0	1.230834947	0.222154777	-1.063716603	-1.57594783	-2.17923147	-2.974950453	-2.756101113	-3.597676888	1.605595417	1.615752482	1.683966667
C	dnaN	BSU00020		0.00E+00	0.795789343	-0.4745829	-1.67338674	-2.24088389	-2.711970507	-3.130421725	-3.303829863	-3.559073047	1.462890707	1.493103532	1.50215824
C	flgB	BSU16180		0	0.75688203	-0.472386493	-2.38814021	-2.733950929	-3.251695044	-3.700059026	-3.334059604	-4.212187206	-1.711949563	-1.312153098	-1.53888798
C	flgC	BSU16190		0	0.657225153	-0.730660597	-2.374046967	-2.946701614	-3.390573794	-4.059905826	-3.703998515	-4.342780856	-1.968109668	-1.521197398	-1.828079927
C	flgE	BSU16290		0	0.163045477	-1.639542257	-3.082817471	-3.597346095	-4.080351115	-3.552669352	-4.249769145	-4.526791264	-2.63674052	-1.848060965	-2.49702131
C	flhA	BSU16390		0	-0.443135437	-2.303718093	-3.913315862	-4.389863569	-4.69982751	-4.85856518	-5.142103966	-5.242696283	-2.296273607	-1.581835872	-2.280330357
C	flhB	BSU16380		0	-0.112180297	-2.101277693	-3.678728871	-4.289408424	-4.535313133	-4.676366623	-5.147792687	-5.294312204	-2.226282375	-1.47344752	-2.052990707
C	flhF	BSU16400		0	-0.532496157	-2.162826513	-3.818027877	-4.4333425	-4.837625771	-4.936449728	-4.892105015	-5.144421248	-2.519831843	-1.826424778	-2.441340643
C	fliE	BSU16200		0	0.6937689	-0.66273519	-2.388358239	-2.973195537	-3.320455577	-3.879359106	-3.315232587	-3.709108674	-2.231600492	-1.638844177	-1.967086617
C	fliF	BSU16210		0	0.551888107	-0.90278996	-2.525285007	-2.94306654	-3.388960966	-4.166225896	-3.650692439	-4.121618676	-2.208612078	-1.601488288	-2.047021433
C	fliG	BSU16220		0	0.302543497	-1.30975068	-2.64748011	-3.07457534	-3.573141634	-3.998442379	-3.883057001	-4.361471003	-2.331292193	-1.691598143	-2.320450433
C	fliH	BSU16230		0	0.446089467	-1.18919331	-2.724270506	-3.11411338	-3.811627509	-4.086342607	-3.668512639	-4.334988661	-2.25008606	-1.518720075	-2.086519703
C	fliI	BSU16240		0	0.226515617	-1.365307187	-3.014479552	-3.529885624	-4.017478065	-4.499870981	-4.819777321	-5.171883269	-2.304462078	-1.572502043	-2.25172069
C	fliJ	BSU16250		0	0.512498513	-0.997731223	-2.596310903	-2.993740767	-3.58033135	-3.595929967	-3.37514709	-3.381843	-2.12563296	-1.536808985	-1.945169763
C	fliK	BSU16270		0	0.359909543	-1.212694173	-2.882186243	-3.433868647	-3.891848636	-3.855225835	-3.701400372	-3.940583395	-2.486126333	-1.576770103	-2.159981287
C	fliL	BSU16300		0	0.02818172	-1.700215303	-3.148799193	-3.726071313	-4.396237733	-4.155297872	-4.07296016	-4.021906693	-2.759389683	-1.979224908	-2.567921993
C	fliM	BSU16310		0	-0.11194046	-1.90125056	-3.489448513	-4.148536371	-4.855957561	-5.03849298	-5.195630175	-5.387794612	-2.817151303	-1.978553163	-2.64853612
C	fliP	BSU16350		0	-0.012379677	-1.882502417	-3.408293804	-3.911780546	-4.464339529	-4.609449525	-4.822405329	-4.948879523	-2.692639097	-2.020366607	-2.661694917
C	fliQ	BSU16360		0	-0.398001117	-2.16791964	-3.542110533	-4.135589715	-4.478358984	-4.643416935	-5.161910409	-5.430803408	-2.465116232	-1.649940582	-2.39384808
C	fliR	BSU16370		0	-0.20888358	-2.158947393	-3.543576453	-4.113730481	-4.505709167	-4.750092728	-5.249888845	-5.493169452	-2.290999188	-1.608394543	-2.332695783
C	fliY	BSU16320		0	-0.268534573	-1.99539182	-3.565837793	-4.316281165	-4.992240396	-5.458932424	-5.512071499	-5.902647088	-2.783467163	-1.907791698	-2.596295413
C	fliZ	BSU16340		0	-0.057699137	-1.931845847	-3.375259231	-3.959347955	-4.5036399	-4.665549463	-4.982742503	-5.180923048	-2.777644795	-2.05630409	-2.776286247
C	ftsE	BSU35260		0	0.682727637	-0.760314377	-2.215199874	-2.846168401	-2.881100124	-4.239791635	-3.930141449	-4.187209727	0.675176518	0.573214063	0.54109839
C	ftsX	BSU35250		0	0.548756877	-0.738810037	-1.991991699	-2.790171375	-2.867628748	-3.704865633	-3.451783147	-3.485299318	0.821647708	0.424847708	0.5449917
C	med	BSU11300		0	-1.108628747	-1.531105453	-1.384666667	-1.28065031	-1.81642503	-2.003055782	-2.480551923	-2.417982093	-0.426148078	-0.736960253	-0.31301958
